city|count|lat|lng|zip_min
East Ellsworth|54010|44.7348|-92.4655
Beldenville|54003|44.7721|-92.4372
Pepin|54759|44.4587|-92.1394
Arkansaw|54721|44.6267|-92.0566
Mequon|53097|43.2461|-88.0046
Thiensville|53092|43.2359|-87.9812
Saukville|53080|43.3913|-87.9568
Cedarburg|53012|43.3034|-88.0029
Belgium|53004|43.4995|-87.8509
Shiocton|54170|44.4972|-88.5562
Little Chute|54140|44.2842|-88.312
Kaukauna|54130|44.2956|-88.2717
Combined Locks|54113|44.2666|-88.3133
Three Lakes|54562|45.8046|-89.1328
Minocqua|54548|45.8719|-89.758
Mc Naughton|54543|45.7229|-89.5573
Lake Tomahawk|54539|45.8035|-89.5856
Hazelhurst|54531|45.7745|-89.7478
Harshaw|54529|45.6762|-89.6503
Rhinelander|54501|45.7045|-89.3866
Pelican Lake|54463|45.5049|-89.1817
Suring|54174|45.0186|-88.3628
Sobieski|54171|44.7105|-88.1076
Oconto Falls|54154|44.8755|-88.1555
Little Suamico|54141|44.6775|-88.0272
Abrams|54101|44.7869|-88.0571
Warrens|54666|44.157|-90.4967
Tunnel City|54662|44.0031|-90.562
Tomah|54660|43.9838|-90.4733
Cataract|54620|44.0876|-90.8423
Cashton|54619|43.7456|-90.7612
South Milwaukee|53172|42.9105|-87.8646
Hales Corners|53130|42.941|-88.0503
Greendale|53129|42.9373|-87.9943
